0,0.078125,0.9981484,0.5,0.6415273
1,0.21875,0.8084123,0.5,0.61309814
2,0.109375,0.7885459,0.4875,0.58887243
3,0.125,0.6931987,0.5,0.5689689
4,0.1875,0.67138517,0.475,0.5530403
5,0.25,0.6102703,0.45,0.5406784
6,0.375,0.5331976,0.4125,0.5315835
7,0.40625,0.5228573,0.35,0.5255128
8,0.640625,0.4397323,0.3375,0.5221774
9,0.75,0.39618674,0.375,0.5214397
10,0.765625,0.39411098,0.4,0.5232276
11,0.765625,0.38529742,0.4125,0.52723294
12,0.84375,0.35311958,0.4125,0.53346175
13,0.78125,0.34284323,0.4375,0.541187
14,0.875,0.2795243,0.4375,0.5507688
15,0.890625,0.27701777,0.4625,0.5621778
16,0.875,0.2887069,0.4625,0.57486564
17,0.765625,0.3299813,0.475,0.58704966
18,0.859375,0.2809632,0.4875,0.5995587
19,0.828125,0.2807748,0.4875,0.6119393
20,0.890625,0.18317433,0.4875,0.62441516
21,0.859375,0.30025598,0.4875,0.6355597
22,0.84375,0.25907215,0.4875,0.6457133
23,0.84375,0.30386078,0.4875,0.6541166
24,0.859375,0.31271428,0.4875,0.66094005
25,0.90625,0.19073318,0.4875,0.6672401
26,0.84375,0.29752097,0.4875,0.6718071
27,0.828125,0.31536928,0.4875,0.6740866
28,0.859375,0.25142515,0.4875,0.6748813
29,0.71875,0.4298458,0.4875,0.6715968
30,0.890625,0.2394242,0.4875,0.66771525
31,0.8125,0.3154658,0.4875,0.6624604
32,0.875,0.20824751,0.4875,0.6569109
33,0.90625,0.17495881,0.4875,0.6515356
34,0.859375,0.24128482,0.4875,0.64592886
35,0.890625,0.1939224,0.4875,0.64072824
36,0.890625,0.17609906,0.5,0.63567716
37,0.84375,0.23413283,0.5,0.6302401
38,0.859375,0.21687308,0.4875,0.62466073
39,0.921875,0.15500116,0.4875,0.61988413
40,0.859375,0.2573047,0.4875,0.614215
41,0.921875,0.15178356,0.4875,0.6092792
42,0.8125,0.26065174,0.4875,0.60335016
43,0.921875,0.19246542,0.4875,0.5978366
44,0.90625,0.2118121,0.4875,0.5925609
